text,start_char,end_char
motion tnp_87.csv to iraki5,7,17
mv azbze.pdf sjpv,3,12
mv jrzbtln.py zgatc,3,13
copy wpmio.csv to pmbigymp,5,14
copy file uzonj_26.md into yuc_src2,10,21
copy file rbff.json into uor_backup,10,19
relocate orfv.pdf under uclny1,9,17
move dxptd_32.log to gtglfbf,5,17
move anertbg.pdf to ftxlyq_logs,5,16
move pwtxpesm.md to ljnt,5,16
move trorzhh.pdf to pwyuugbq_src5,5,16
copy file kcvs.txt into dcx,10,18
cp vvna.log ezgj,3,11
transcript szhyqwqu_4.pdf to lsxt_src,11,25
move pruy.log to hehuaztx,5,13
cp invboqh.log rllt_data4,3,14
cp kadvne_84.pdf oxkcef_data3,3,16
move file zjca.csv into gho,10,18
transcript fkfhqkdc_18.csv to oskpz_data,11,26
copy hbew.txt to yqxpi_data,5,13
cp veysx_59.py xghdcp_data,3,14
transcript file aysjw_58.pdf into ikpo,16,28
transfer training tqauy_96.json to yao_src2,18,31
millivolt qliob_82.csv oncwzl,10,22
transfer gyrbpgo_73.csv to yoj_backup,9,23
transfer vibwvo.json to hkuza_backup,9,20
motion fztby_35.py to lpllm_backup,7,18
copy kzn_62.json to spshtvb_src,5,16
relocation single file jok_80.csv into ughq_logs,23,33
copy tspb.log to pqqn_backup,5,13
mv ivxnpox_8.csv xiivku,3,16
movement gonnlum_47.pdf to pwoz,9,23
cp ggo_36.md dsspvay_src,3,12
transcript bsj.json to frgt,11,19
cp cujwowk.csv iblo2,3,14
cp ozpd.json hrw4,3,12
cp jprwb.txt sdhzn_backup3,3,12
cp odwuy.csv txsss_backup1,3,12
move mhqgqkke.json to zzbz_src5,5,18
copy file cabinet hvzhv.pdf into jfmbhla_backup,18,27
copy rnxov.json to yvrlvjxd_backup,5,15
copy file qhubh_34.csv into psiayqdk_backup,10,22
transcript doqmgfsn_22.pdf to kzhe5,11,26
relocate avjyxo_68.log under zvwf,9,22
mv xzoqi.csv aojk,3,12
copy cbxzrhpm_20.md to bklbekpm_src,5,19
copy xhjsqjr.pdf to clcbio,5,16
cp ohlsit_48.csv dmvutsbj,3,16
movement file cabinet vvenxvoa.pdf into ihspmxs,22,34
copy file wqdhnp.csv into eivj_backup1,10,20
written ezoln.md to fxvpk,8,16
written matter yav_97.py to aqinbh_backup5,15,24
mv ezh.md dgrkhx_logs,3,9
move jitx.py to mdrcjls4,5,12
copy file vtmydemw.log into hrs_data,10,22
copy gjciua_21.md to dnbf,5,17
mv saxdoqo.log pbypvwl_backup,3,14
copy xvcwkb.md to jqkl,5,14
copy ywarsyi_50.json to espt,5,20
cp ytzddi.log ssfjq,3,13
move rvfdfiq.log to tmfkc_data,5,16
mv dskz_50.json jjryyijg3,3,15
mv bvwvi_90.json rlab,3,16
move file zkfp.txt into gzbya,10,18
relocate fpqlacv_44.md under stpekhg2,9,22
mv paxins.txt fevcvgd,3,13
copy luexayi_12.txt to wsuba,5,19
copy xlsybhh.json to egjof,5,17
cp xtymfdaw.csv nkdz3,3,15
move file zicdlms.md into ggaleh5,10,20
millivolt tvirs_25.log pjg,10,22
mv anwv.pdf vlgy_backup1,3,11
copy nilzchum.json to qjzy,5,18
transfer qxhjwbh.log to hkgz3,9,20
copy ooruuk_73.py to nyfja,5,17
cp gnqat.csv ctslav_src2,3,12
copy vhmrrj_56.py to fii,5,17
copy file jbvauv_82.py into lll_data,10,22
relocate npnjujjm_44.json under sdadzzmi_backup,9,25
move hjzygqdq.py to yij,5,16
relocate pjiev_80.json under cegvgqmt,9,22
copy indian file vmw.md into xnneyj_data1,17,23
relocate ufg.csv under kxtdy,9,16
move file deeqk.md into ojeltq_logs5,10,18
copy single file nhfcdexq_41.csv into pgrxub3,17,32
relocate srgebiww.pdf under oywnbnds_data,9,21
move file gyroow.json into gwtmqthw_data,10,21
millivolt tlzuj.txt nntwcy,10,19
copy indian file pmuk.json into dxptmo_src5,17,26
copy file bswlboen.log into lhgbu2,10,22
transfer avayktxz.txt to cdsrianl_logs,9,21
transferee hqlb.log to gsyw_logs,11,19
cp kvvjo_34.log cxgibhu_backup,3,15
transfer mlm.pdf to gthlz3,9,16
move cejm_9.json to grlrqvso1,5,16
copy qzlyle.json to htccjhh,5,16
move tvite.txt to pkn,5,14
matter file jfwwwgqr_90.txt into yrqtkxdf_src,12,27
copy file hoimg.csv into udhs2,10,19
motion gsdxmmh_80.py to tuzaed_data4,7,20
relocate adjlsotd_71.txt under ktbx,9,24
transfer wff.json to xaeumg,9,17
relocate lgphk.md under vcu,9,17
cp foamnl_58.csv obqytz_backup5,3,16
relocate ewcsw.json under nznifgt,9,19
relocate dxbyuk.json under uvnkfrkc_backup3,9,20
transfer ywqoy_37.pdf to qhz_src,9,21
move irh_11.pdf to mqi_logs,5,15
move data file qhaqxmgl.md into esb5,15,26
mv dmxeay.pdf pikbantf_data,3,13
move xozclq_77.txt to mqdb,5,18
move qkxnd.md to cbq_backup1,5,13
cp zjdc_17.py abtsqf_backup,3,13
written matter file euzlkzew.pdf into ukxo2,20,32
transfer uenwhkjr.txt to psa,9,21
mv zopsy.txt cgoyxj_backup1,3,12
matter file qztdv.json into mttews_src,12,22
transfer taj_67.md to uicykuji,9,18
cp esub.md evduy_src,3,10
relocate dydo_54.csv under ighwfaz2,9,20
move file jhmx.txt into ifvjki_logs1,10,18
move oaalgtlr.txt to uey,5,17
cp qqqd_17.md sfeaflrf,3,13
written matter wdtpvjh_21.py to uyynlae,15,28
relocate kxxkmips_48.py under ybexz,9,23
move xbsk_51.py to ugzjvfus,5,15
mv diukz.log yvqokj_data,3,12
transfer ocotjy.json to qav,9,20
relocate fvxferr.txt under pdtcxqcs1,9,20
mv xdpc_24.py ersboi,3,13
cp zsxmifjd_89.pdf fzmxvna,3,18
transfer oxbqou.json to dazjtz_data,9,20
copy file cwijtiw_89.py into clmsl_logs,10,23
md sjak_71.md krqxohk,3,13
copy bkh_53.log to vkkdni2,5,15
copy ygvsjwx_19.csv to fpwvike_data3,5,19
transfer bcduujv_71.pdf to ntzd_data,9,23
copy file dtstynqd.pdf into dqke,10,22
move gwqy_84.txt to mmecmx,5,16
copy file xvdrkivn_18.log into lbfoo_data4,10,25
relocate fcvugcmk.txt under xmqea_backup,9,21
relocate ocanvet.log under pzga_logs,9,20
mv gnolqsdg.py burzy5,3,14
relocate akfhim_15.py under nvayhpb_src,9,21
copy penaryq_48.log to sgkyap5,5,19
cp pxbujah.md qkhfg_data,3,13
copy file pjmkcnt_2.log into nqxgdzbe,10,23
transportation tmot_7.json to pha5,15,26
move entz.csv to zlroez,5,13
millivolt cgvmhd_12.json yhkadcp_logs,10,24
matter single file ntpb_52.py into euirimrx_backup,19,29
copy data file ihnd.pdf into eiaxf_logs1,15,23
copy ycv.csv to qemp,5,12
relocate hnx.csv under fam,9,16
move file era_82.py into bpoz,10,19
transcript tqwb_63.json to lrimzpq,11,23
transfer gqwa.log to dkgbo4,9,17
transfer hhbmto_53.csv to cphynr_data,9,22
move filing cabinet kvec_9.log into zkilgm5,20,30
transcript sdkywcuv_6.pdf to ukwytgff,11,25
mv lmtkvsp_50.csv ybevkreg_backup,3,17
cp xqldw.pdf jio,3,12
relocate tju_81.csv under sqaorw,9,19
move ouag_24.csv to mztmulg2,5,16
transfer byiznz_66.json to secysi,9,23
move exc.log to iiqvg4,5,12
transfer gepu.py to oadu,9,16
copy amcycv.pdf to kqm_data,5,15
cp yfvsprj_36.json nzzhsmax,3,18
move file iakeunii.txt into lnybfxy_logs,10,22
move lmrc_38.md to qecf,5,15
mendelevium omarfoxl_94.json qxlflu2,12,28
transcript data file ryg.md into jryplc,21,27
mv nrkyd.pdf fnfo_data,3,12
move file qkirxaj.txt into elmcso,10,21
relocate ljozw_60.pdf under qyjdig,9,21
move file cabinet cxee_61.txt into rsix1,18,29
cp anc.py vgtt,3,9
copy pjocqcj.md to rjbfm_logs,5,15
move mriwchaa.py to mdueb_src1,5,16
copy file ktocyv.csv into wjk5,10,20
cp ysrjaszy.md pdzzkfr,3,14
copy file yoqc.txt into ddf,10,18
cp zzssn_89.py bvui,3,14
mv ogu.log ujcbn,3,10
transfer qikedxvd.log to cpkrcy_logs,9,21
cp wchbqgwg_4.py priy_backup,3,16
relocate rev.pdf under bdjvz_data,9,16
copy mjg.pdf to lsn_data,5,12
mv hsplyiks.txt wed_backup4,3,15
transportation ohjzwi_12.json to rnhgym_logs,15,29
copy jyx_21.csv to cfq_logs,5,15
copy single file bmqqdd_5.pdf into xvy,17,29
move kwelzxoj_63.csv to oxs,5,20
move filing cabinet xlxsxyw_73.csv into kli_logs2,20,34
transfer ebsnhm_35.log to hhmrknu,9,22
motion file klbdjto.pdf into drwbsp,12,23
atomic number fsxy.md qxl2,14,21
transcript data file wqdp_1.log into xtceut_src,21,31
transfer don_39.md to nqzk_logs,9,18
relocate lgatf_73.json nether goupwoq_backup,9,22
mv uhqe_44.csv kvhvhlpn,3,14
movement file gptryb_18.pdf into cuio_src,14,27
cp odg_70.md ycdjtkmg,3,12
mendelevium qvvgyg.json bbma,12,23
written matter lufsmsop.csv to bshpjg_backup,15,27
relocate hbppo_44.md nether qef,9,20
motion yyrjdpf.py to iolp,7,17
copy iodbmb.pdf to odgi2,5,15
move file aurhoa_36.json into xxym1,10,24
move ezipv_34.json to azfvavxm4,5,18
copy file tlqz_28.pdf into iovaos_src,10,21
copy filing iapaps.csv into gsvyrcyy,12,22
relocate vmsy.txt under scuzawsl_data,9,17
move eayc.pdf to ktqyisz,5,13
movement data file etw.json into owtnqnr,19,27
transfer frroc_7.log to ivboet_backup2,9,20
move hfc_8.json to cegsar_src,5,15
transferee kskxnhg.py to yyiiuu_backup2,11,21
copy file gttnxu.log into vapufdw,10,20
copy file bbarwqt_6.csv into ziw,10,23
transfer iwuksoc.txt to jycomhz_logs3,9,20
copy jpsyryvb_28.py to okljqtkd_src,5,19
move ikssn_21.log to oeek_data,5,17
copy mhynmnar_42.json to wlm_data,5,21
motility ouhcvtai.log to tor_src,9,21
move nfpu_28.pdf to vufsrw_backup,5,16
relocate dnumb_32.csv under modw2,9,21
transfer uvhndvr_77.csv to gzlyqhi5,9,23
mv lqas.pdf roiv,3,11
mv jqqqlt.md rndhyum_src,3,12
copy file xtsqrs.json into inqcrr_data,10,21
relocate lxc_27.txt under whny1,9,19
transfer iafs_61.json to sgky,9,21
md vbx.json jubrgmyj,3,11
move file kfvedch.csv into wqfc_backup3,10,21
transcript file lgoyqmre_76.md into adfsidbz_src,16,30
written matter kgxusldn_1.csv to zkpofjxm_backup,15,29
mv pgzni_11.md gnwhh,3,14
move eemob.pdf to lptph,5,14
cp iqoh.json fan,3,12
move file cqpyeg.txt into yoffa4,10,20
millivolt tigkpbnf_75.csv jcc,10,25
move file jrjz.pdf into swfis,10,18
transportation szb_88.py to vcrwh_src2,15,24
transcript file cabinet lprn.json into wsndja,24,33
copy llwpu_80.json to giuuqf4,5,18
copy file muoj.csv into icjgcj,10,18
cp toayriaz_94.csv llvgv,3,18
move pdp_8.md to ykad,5,13
cp kuhy.json kzcf,3,12
transcript eemra.csv to exu5,11,20
copy file mnlbz.csv into ygb,10,19
move file nbpod_65.json into onqkubkx_logs1,10,23
relocate rnxjzk_24.json under tsep,9,23
transfer yftmmpaf.txt to doc,9,21
copy filing cabinet zjnb.py into qzzflz,20,27
mv jehqpk_75.pdf gcyxxm,3,16
relocate zezc.md under mvssa_src,9,16
cp kuopmlu_17.md tbegas_logs,3,16
transcript data file oyalnylr_72.pdf into svk,21,36
copy idqwozu_16.csv to rnld_src,5,19
copy rizvin_74.log to ygchx,5,18
transcript joxhs_44.log to tfdeaw_logs5,11,23
relocate moiroi.pdf under fgni4,9,19
copy omekf_48.json to bamwkvgo,5,18
move jgudhh_48.csv to ldrilla_src,5,18
relocate znroe.py nether embggdip_logs,9,17
written matter data file fwwbxn.md into bzmarm2,25,34
move addr_5.csv to hixom,5,15
millivolt fszvuhv_73.md uideay_backup,10,23
cp zmwxqkpc.py mzwymff_src,3,14
cp cwqdlzuw.md cfzy,3,14
transfer atzoy_3.txt to gohkeirf_logs,9,20
mv titzliz.py datqdu,3,13
relocate ojwszt_30.csv nether sckmp1,9,22
move filing cabinet ixpnrquw.txt into fysivq_logs,20,32
transfer lchma.txt to vumgvonm_backup,9,18
cp cbepgk_86.json keypab1,3,17
mendelevium swvd.json zemsef4,12,21
written matter filing cabinet apxqt.py into gkmmqpoy_logs1,30,38
cp lpldngza.txt tsqqcai_data,3,15
transfer hlslvubk.log to fjewr_logs4,9,21
transfer sbrg.py to ajfwszy,9,16
move dcywwdb_28.txt to ponjqzeb_logs,5,19
cp yeqxqgpc.pdf wmoumftf5,3,15
transfer hjyc.md to uzlgysbc,9,16
cp jgedkxk.txt srw5,3,14
cp wiys.py xcrp,3,10
relocate lwzrmf_38.json nether ybp,9,23
copy cjp_60.pdf to xtvjgda_src,5,15
transcript file icmq_16.txt into uwwd_backup,16,27
move beqfpm.csv to zxplvy_data,5,15
transport royerf.log to dfwh,10,20
relocate ysvouvl_50.md under uwyj3,9,22
mv msamay.csv fgl_backup5,3,13
relocate dexrjw.pdf under yflzoa_backup,9,19
copy file zhc.json into kstzgxa,10,18
mv olewvnaz_53.log rmw,3,18
transcript wdojc.py to pqspyixq_logs,11,19
transfer vmkszzi.txt to hezh,9,20
copy mwujl_71.pdf to xedjig,5,17
copy wzdlll.csv to kuook_logs,5,15
copy hexacsuw.log to givx_logs,5,17
written matter file cabinet lzyjrhdv.py into oxpbft_src,28,39
move uipudm_18.csv to olv,5,18
transcript file cabinet knd.log into kfqeelw,24,31
cp uxpvteln.json jvklly,3,16
copy jym.json to yyfj,5,13
move file pnbl.log into xdtlnzax,10,18
written matter xxlbw.py to svdbpaaz_data3,15,23
mv gtrdhqdo.md jzxrug,3,14
relocate mbcu.md nether ifuou_data,9,16
move jjfllqa.py to cialpp_backup5,5,15
relocate xgl.json under bjoudnwf_backup4,9,17
relocate pamrg_83.log nether wcztfyq4,9,21
move adcqte.md to uhik_src,5,14
move jcx_60.py to zyuas_data,5,14
mv uhd_71.txt fts_data,3,13
copy file floterc_21.log into iqknrky,10,24
mv nufhpn_43.txt wfzosst_src,3,16
cp ujantsnn_54.pdf jfl_data5,3,18
move file cjabd.json into kfqozf,10,20
transfer ufyhsbyw.md to dxv_logs,9,20
carry over fmp.md to ofcc,11,17
relocate tii_4.json nether ucgjo_backup,9,19
transfer mpezsg_76.csv to hspnkge_backup,9,22
over bifolsst.json to vrsl,5,18
move file quq_99.json into jnxtih_backup,10,21
relocate stakh.txt nether wyicenfs_logs3,9,18
movement dlimxfrn_95.log to jkj_backup,9,24
copy file niinv.md into ntyxf,10,18
copy ixxjhg_40.json to uhylzan,5,19
mv xlqhvef.json vpo,3,15
move cjzx_37.log to qge,5,16
cp twmlwny.csv xbqh_logs,3,14
cp cje.csv mmszp3,3,10
written matter file pqyjrn.csv into muydy3,20,30
move fkhtbj.py to vmmniyq,5,14
move tzhg.pdf to ldk_backup1,5,13
mv zog.log gpy2,3,10
relocate vdig_19.log nether svdlczhj,9,20
relocate juwnqj_61.json nether okv_src2,9,23
relocate ocmjnkj_19.txt under jpswgh,9,23
copy file kibnw_77.log into xdiysv,10,22
relocate fho.pdf nether wszp,9,16
relocate fzrzqvv_37.json nether mtuy2,9,24
transcript file kddry_62.json into ystdmseg,16,29
mv csrl.csv ikwdpiai_src,3,11
atomic number 101 dzwpxse.md kqukx_data,18,28
mendelevium ajc.csv vznel_data,12,19
copy tnzr_53.csv to azrgk,5,16
copy jetdakek.pdf to kgwhcppd1,5,17
millivolt mweycg_9.txt mhjgmkjk,10,22
transfer clhd.md to sadimkso_src,9,16
motion tjhl_95.py to lzmgdqu5,7,17
cp xxwnynmk_73.py rqgmt4,3,17
cp adw_17.json iyo,3,14
relocate oqrzi.txt nether xfonhpb,9,18
transfer ssmt.md to giovvgob3,9,16
relocate jir.json under uovzp5,9,17
move file xyji_54.log into uotyjd,10,21
move clspo_2.txt to fjgx4,5,16
relocate vzg.json under ebqisznx,9,17
transfer yzv.log to mfpa3,9,16
move rvrlgkuw.json to hcfcghjw_data2,5,18
cp snxhh.json ebqmqh,3,13
cp woxs_76.json txinil_src,3,15
relocate xpkryx_31.md under zmkzy2,9,21
mv envjsq.log lwzfp,3,13
cp ywviip.pdf jjbwgdjc4,3,13
move file kyyva_43.pdf into jsfao4,10,22
cp rna.csv abqy,3,10
cp nbibmtn.json mfdzbr,3,15
move vofzst_80.pdf to fysab_data,5,18
move file fphsgl.csv into amnaj,10,20
transcript file ohe.txt into lfko_data,16,23
copy file zrzw_55.pdf into wfrk_data,10,21
mv hzckf.csv nxxkzdd1,3,12
cp ztdf.csv gbng_logs,3,11
mv purarxi.txt aojj_backup,3,14
written matter file dhrugt.csv into tpqzgx_src,20,30
mv yzumqrmd.txt zfspjaa,3,15
transfer hhqmcs.py to lhixxrcg,9,18
written matter file gagqkik.txt into hwixoq_data,20,31
move vvayue_37.json to wzxuoxj1,5,19
relocate yowyc.log under mgj_backup,9,18
relocate mghi_51.md under qberdz,9,19
conveyance ucslv_27.json to vucfpi_data5,11,24
copy tqoxwkyg.txt to ifuksetu_logs3,5,17
cp ila.log hafstwc,3,10
move zlywk.md to uwu_data1,5,13
move file xvxtgtll_42.csv into boobeo,10,25
move xsr_47.csv to evtlvogj_src,5,15
copy uwqf.csv to gnljv3,5,13
cp yszvjo.md bqku_data3,3,12
copy xqastgpr.py to lfaalkv,5,16
move kscr.txt to lghvq_logs1,5,13
mv xkjcou.pdf dwnwu_backup,3,13
move mcgi_39.pdf to ssfqsjy_data5,5,16
relocate dkcrvseg.log nether edlf,9,21
copy vec_79.csv to jspfaw_src,5,15
move indian file nbnzmqac_32.pdf into zjo_data,17,32
cp rgkyuyu.py ght_logs,3,13
motion ubkpjtr.txt to xwfuy,7,18
millivolt cnthvjf_38.csv rqvmjmen_data,10,24
cp tbl.txt wbldbu_backup,3,10
relocate azayjx.json under mgpxrhev,9,20
move single file iytgwmre_79.md into eiyh4,17,31
movement indian file inwiru.json into dtgcl,21,32
move file xdf.log into skzs,10,17
transcript jampsro_18.py to oxoxdjwj,11,24
cp pmgdbks.txt xmwwpw_data,3,14
mv mburu_33.py fwpslhpq_data3,3,14
cp aodaho_37.json uqyd,3,17
cp fyzskho_61.json bjqfufbw_logs,3,18
move file slxxmxms.csv into zdqkyzqm_logs,10,22
relocate jbvj.txt under hxiz_logs2,9,17
cp pel.csv gxsoxqwr,3,10
move pqelnuki_42.md to nhw,5,19
copy file mrjeaj.txt into eow,10,20
copy fpeyvzjg_63.csv to vbjcv,5,20
cp fesaj.txt ywaex,3,12
cp hzysonw.md eefvc,3,13
motility cpmrw_95.txt to upfw_logs3,9,21
motility mbspjok.pdf to lcvdcifm,9,20
relocate hrilhj_88.json nether dhzgxt,9,23
relocate urzxy.md under oilqn,9,17
md igtu_90.log brwrc,3,14
movement uupr.json to mpds,9,18
relocate gszhrk.py nether eni4,9,18
relocate kajw_81.md under hylomd_backup,9,19
cp rqdks.log weibft4,3,12
relocate bdy_68.txt nether yxyhmv1,9,19
cp vlzuxv.json vckntb,3,14
move ncyh.py to sdxhttlb,5,12
transportation krsijsdf_29.py to hzjirlo,15,29
mv zjtiw.py laikq_data,3,11
relocate tezt_14.log under ywvdtt1,9,20
cp hewmcqv_28.txt hzsswi4,3,17
relocate gpytuh.json nether gofeiu,9,20
relocate onbhd_46.md nether lbd,9,20
cp jvgvoqk_41.json ifzbq_data,3,18
cp qgmkpt_54.md bcegykv_src,3,15
cp olq_62.pdf gertsy3,3,13
move file druybh_24.py into ojrcgggj_data,10,22
mv ycpdu_20.py tgai,3,14
relocate tgfot.txt under lwwwl,9,18
cp hgjm_49.json mfayyvz,3,15
transcript filing cabinet ikxdylze_78.log into eaf5,26,41
written matter file kighphi.json into sqw_src5,20,32
relocate zlqa.csv under nuuryt,9,17
copy file uxuuravd_6.txt into pydorliy,10,24
mv nfreox_7.log qxjdv,3,15
relocate wjavyu_66.json nether lfhr,9,23
transfer qdzwsfx.json to wxt2,9,21
move file zxhzypfc.py into obo,10,21
copy tpzqf_18.log to opzoy_logs,5,17
motility file yreul_6.py into jie_backup,14,24
mv qoh.pdf clpompc_backup5,3,10
relocate rqssefx.log under yuysog1,9,20
transcript cabinet rahn_42.py into jxmioso1,19,29
mv qsabc.pdf ufltl,3,12
relocate qixrj_20.py under fczfj_src1,9,20
move file ixrcmpob.csv into flwblew_backup4,10,22
relocate ysyau_12.txt under sytev1,9,21
copy zvbz_39.py to whllwokc,5,15
cp bqwk.pdf pmo,3,11
cp jbino_90.log ibfsds,3,15
copy duknym_73.py to jrnbmu_src,5,17
transfer pieqfnr_88.md to lfdbsu4,9,22
written matter znfn_94.json to hmkkyz,15,27
mv vlsyslo_77.py ujqkw,3,16
copy file oekyukkb.md into xnlbcgup3,10,21
move rtkyhqn_60.log to vme_logs5,5,19
transcript single sxkj.csv into jar,18,26
mv wzqmamn_70.json yojligmu_src,3,18
cp lrixc.log hgyak4,3,12
copy wyo_64.csv to evcxxj_logs,5,15
move cnszmc_84.md to hrrkdo,5,17
move file ooidnvm_21.txt into kaabiaet_backup,10,24
move file ahhjtwo_65.json into sufltkau_data4,10,25
transfer cuw_38.log to amzyfek_backup,9,19
md ibwcryl_57.log stqxfh,3,17
copy hmxb_87.pdf to yqxy4,5,16
copy file ywei_97.csv into culgdl,10,21
transcript klmdqdc.log to qvw,11,22
transfer jszwoqh.md to yeacluea,9,19
matter file rbi.txt into neqetiy1,12,19
move file cabinet tjuec.log into qxqfv_logs,18,27
transfer pdfqw.md to aqcspl2,9,17
