text,start_char,end_char
electric switch to tmp_v2,19,25
make documents,5,14
rm cache_old,3,12
go to downloads,6,15
create a new folder named src3,26,30
make folder documents,12,21
navigate to documents,12,21
switch to backup_old,10,20
murder directory src_backup/logs4,17,33
delete directory mgdqy_v1delete mgdqy_v1 directory,17,25
create downloads directory,7,16
navigate to build,12,17
rm tmp,3,6
delete directory desktopdelete background directory,17,24
one want to move to tmp_v14,20,27
remove directory backup/src_old2,17,32
make yui_new,5,12
create tmp4/src_v15,7,19
create directory src3/tmp_backup,17,32
make tmp_new,5,12
remove folder data_old,14,22
make cache directory,5,10
create directory downloads,17,26
delete directory zoo_backup/backupdelete zoo_backup/backup directory,17,34
hold to cache/logs4,8,19
create src_new/build directory,7,20
create a young folder named project,28,35
please delete directory videos,24,30
delete folder desktop,14,21
delete directory ncgrxml5/logsdelete ncgrxml5 / directory,17,30
withdraw directory backup,19,25
cd src_v12,3,10
make directory cache3,15,21
make folder documents,12,21
create a new folder named src,26,29
withdraw me to project4,15,23
crap home,5,9
please create directory videos,24,30
could you open logs,15,19
please buy the farm to desktop,23,30
please create directory downloads,24,33
create a new folder named data1,26,31
rifle to videos,9,15
delete leaflet ictozw/wnu_v1,15,28
create directory tmp,17,20
one privation to move to fn/logs,25,32
rm yedx_old,3,11
create brochure documents,16,25
create pamphlet project1/build_old,16,34
delete directory srcdelete src directory,17,20
create mc,7,9
cd desktop,3,10
mkdir logs_v15,6,14
go to logs_new,6,14
make home directory,5,9
delete src_new,7,14
rm build,3,8
create home,7,11
make data/cache directory,5,15
make directory data,15,19
delete backup/tmp,7,17
make backup_v22,5,15
could you unfastened downloads,21,30
create a new folder name data_v2/cache,25,38
mkdir documents,6,15
move out folder build4,16,22
delete folder downloads,14,23
remove directory backup2,17,24
iodine want to move to cache/build,23,34
remove folder home,14,18
create a new brochure named logs,28,32
create desktop,7,14
bump booklet tmp_old/data_v21,13,29
make project_new/cache directory,5,22
create directory data_v1,17,24
create logs,7,11
take me to backup_new,11,21
create a novel booklet named documents,29,38
create booklet tmp5,15,19
mkdir videos,6,12
take a shit directory project/src_backup1,22,41
please delete directory cache4,24,30
pass directory data_v25,15,23
do documents directory,3,12
navigate to documents,12,21
make leaflet project/logs_v2,13,28
rm build,3,8
remove directory tmp,17,20
create directory src,17,20
go to videos,6,12
please go to cache,13,18
navigate to project,12,19
remove folder project_backup,14,28
delete booklet tmp/backup,15,25
switch to data_v23,10,18
rm cache/project_old2,3,21
make src,5,8
create directory logs/src_v2,17,28
please get to backup,14,20
create tmp_new/tmp,7,18
please create directory logs4,24,29
create data4,7,12
transfer booklet data_v2,17,24
create folder src_v1,14,20
give folder desktop,12,19
open ijpagu,5,11
mkdir build/eyfxb_v14,6,21
make folder cache_v2,12,20
delete brochure downloads,16,25
could you open downloads,15,24
mkdir tmp,6,9
navigate to build_v15,12,21
cd build_old/cache,3,18
i deprivation to move to src_new,25,32
cd videos,3,9
create folder videos,14,20
go to backup,6,12
delete folder tmp,14,17
rm downloads,3,12
remove pamphlet videos,16,22
create desktop directory,7,14
switch to build/yfnk_v1,10,23
delete leaflet logs_v24/logs,15,28
please create directory backup5,24,31
delete directory build_v1delete build_v1 directory,17,25
create build_old/logs directory,7,21
make folder documents,12,21
please delete directory build4,24,30
navigate to tmp1,12,16
go to src,6,9
go to src/cache,6,15
delete folder data_old1,14,23
involve me to build_v2,14,22
move folder cache/cache_v2,12,26
create tmp,7,10
cd data/cache_backup,3,20
rm downloads,3,12
create directory tmp5,17,21
create folder pictures,14,22
create a new folder named tmp,26,29
create directory tmp4,17,21
create logs_v2,7,14
create videos,7,13
rm xkj_old,3,10
mkdir build,6,11
go to pictures,6,14
make tmp4/logs,5,14
please go to documents,13,22
iodin want to move to cache,22,27
mkdir videos,6,12
could you open ybdcluaz5,15,24
please create directory downloads,24,33
make logs/data_v1 directory,5,17
hit folder logs,11,15
off folder ioodx,11,16
create brochure data,16,20
mkdir videos,6,12
delete build/build_v1,7,21
please delete directory cache_new3,24,34
make directory itwickk/backup,15,29
create a new leaflet named logs5/src1,27,37
open pictures,5,13
remove folder project_new1,14,26
delete videos,7,13
delete documents,7,16
mkdir project,6,13
create logs/build2 directory,7,18
cd omaro/project_old,3,20
go to rc_old,6,12
could you open project4/lhvxij_new5,15,35
open downloads,5,14
cd logs_v1/logs,3,15
rm cache,3,8
create a unexampled folder named backup,33,39
create folder src5,14,18
delete directory data_v1delete data_v1 directory,17,24
rm src,3,6
switch to pictures,10,18
could you open home,15,19
make booklet backup,13,19
atomic number 48 data_old5/project_v22,17,38
delete directory videosdelete video directory,17,23
create build,7,12
please create directory documents,24,33
claim me to src,12,15
open home,5,9
switch to build_v14,10,19
create directory downloads,17,26
create data3/project_backup directory,7,27
make brochure documents,14,23
navigate to tmp_v1/data_old,12,27
could you open desktop,15,22
create directory pictures,17,25
could you exposed project_new,18,29
navigate to documents,12,21
i deficiency to motility to cache/build_v1,28,42
create downloads directory,7,16
create brochure src,16,19
delete rmfnve_v2/data_backup,7,28
make brochure project/tmp,14,25
navigate to downloads,12,21
create home,7,11
delete leaflet cache,15,20
delete directory aasdwt5delete aasdwt5 directory,17,24
mkdir project1,6,14
rm backup_backup/tmp,3,20
please delete directory cache1/logs5,24,36
delete leaflet pictures,15,23
make videos directory,5,11
delete directory tmp_v1/build_old3delete tmp_v1 / build_old3 directory,17,34
create a new folder named build_old/logs_old5,26,45
transposition to videos,17,23
delete directory src/srcdelete src / src directory,17,24
switch to backup,10,16
take me to videos,11,17
make pictures,5,13
make desktop directory,5,12
delete directory fdohonmp_new/build_backupdelete fdohonmp_new / directory,17,42
create a new folder named logs_v12,26,34
take pine tree state to backup_old,24,34
go to logs,6,10
move out folder desktop,16,23
navigate to backup3,12,19
create directory videos,17,23
i deprivation to move to home,25,29
please create directory project_old/project_backup,24,50
could you clear cache,16,21
murder folder downloads,14,23
create directory project,17,24
please go to desktop,13,20
create folder data/project,14,26
create directory pictures,17,25
go to downloads,6,15
remove directory src2,17,21
please create directory build_backup,24,36
go to videos,6,12
switch to data,10,14
navigate to documents,12,21
create directory src_backup/build,17,33
create directory data3,17,22
create ckciwqsx/src_old directory,7,23
remove directory desktop,17,24
remove brochure pictures,16,24
electrical switch to project_v1,21,31
go to desktop,6,13
rm src/tmp_v1,3,13
delete folder logs,14,18
please create directory cache5/backup_old2,24,42
cd src_v1/data_new,3,18
remove directory build_old1/cache_v1,17,36
take me to mejdq,11,16
transfer folder cache3,16,22
go to desktop,6,13
delete folder home,14,18
take me to data3,11,16
make videos directory,5,11
create folder project_backup,14,28
take me to project_new,11,22
create a modern folder named tmp1/src,29,37
could you open downloads,15,24
cd project,3,10
delete pamphlet cache_old2,16,26
go to data,6,10
remove folder project_v2,14,24
i want to move to tmp_v2,18,24
create a new leaflet named pictures,27,35
at directory data_backup,13,24
create documents directory,7,16
take in documents,8,17
create folder desktop,14,21
please sound to build_new/logs_old,16,34
i want to move to pictures,18,26
please delete directory tmp_new,24,31
rid of directory tmp_v2,17,23
create project directory,7,14
remove folder backup5/project,14,29
go to desktop,6,13
please create directory desktop,24,31
cd documents,3,12
please create directory home,24,28
create downloads directory,7,16
create src2,7,11
create directory logs,17,21
make src_new directory,5,12
relieve oneself leaflet pictures,24,32
take me to desktop,11,18
rm videos,3,9
please create directory data_v15,24,32
i want to movement to pictures,22,30
rm tmp,3,6
have documents,5,14
please die to logs_v2,14,21
undefendable documents,13,22
slay directory src,15,18
make directory desktop,15,22
create a new brochure named data,28,32
create directory downloads,17,26
create home,7,11
create directory videos,17,23
create pamphlet cache/build,16,27
unfastened project_backup5/data_v2,11,34
could you undecided videos,20,26
delete documents,7,16
create directory data_backup,17,28
make directory pictures,15,23
could you opened tmp3,17,21
could you open documents,15,24
make water folder project,18,25
cadmium backup_v24/backup1,8,26
please go to downloads,13,22
rm data,3,7
go to backup,6,12
create home,7,11
switch to logs_old,10,18
please create directory logs,24,28
create a novel folder named tmp,28,31
switch to project_v2,10,20
create directory backup_new,17,27
delete leaflet cache,15,20
create backup directory,7,13
could you open dfroy/data,15,25
take maine to videos,14,20
could you exposed project/src,18,29
off leaflet cache_old/cache,12,27
could you subject project_v15,18,29
take me to tmp,11,14
could you open downloads,15,24
navigate to backup_v25,12,22
candid project,7,14
delete directory tmp/tmp_v2delete tmp / directory,17,27
delete directory data4/lrb_v2delete data4 / directory,17,29
create folder src/project,14,25
please last to backup_new,15,25
navigate to tmp_v1,12,18
function to src/backup_backup,12,29
switch to data/iip_new,10,22
create pamphlet downloads,16,25
create home,7,11
create folder logs,14,18
make cache directory,5,10
delete directory documentsdelete written document directory,17,26
rm cache_v1/logs_backup5,3,24
mkdir logs_backup,6,17
delete directory projectdelete project directory,17,24
make directory data_old/data1,15,29
subject build/build1,8,20
create folder lhwtkfvs/tmp,14,26
open qycluti_v11,5,16
please go to home,13,17
make directory desktop,15,22
please create directory tmp3,24,28
remove folder backup/tmp,14,24
delete folder project,14,21
navigate to ahrei,12,17
navigate to documents,12,21
hit directory backup_old/cache_new,14,34
make directory logs_old4,15,24
please decease to project,18,25
replacement to videos,15,21
please delete directory logs,24,28
create brochure documents,16,25
switch to build_new/tmp,10,23
i want to move to home,18,22
create folder backup_backup,14,27
take me to src_old/backup,11,25
make folder data,12,16
delete folder build_v2/build,14,28
navigate to home,12,16
please go to cache_v1/cache_v14,13,31
receptive cache/data_backup,10,27
remove brochure videos,16,22
i want to movement to logs,22,26
i want to move to logs,18,22
create src,7,10
make directory downloads,15,24
create directory downloads,17,26
delete documents,7,16
go to home,6,10
remove folder tmp,14,17
remove directory project_old,17,28
please create directory src,24,27
create backup_v13,7,17
electric switch to cache3,19,25
could you open documents,15,24
delete booklet documents,15,24
progress to cache/data_v25,12,26
create directory logs/build_new,17,31
make pictures,5,13
create a young folder cite build_old,27,36
make directory project_backup/tmp1,15,34
remove directory cache_v2,17,25
murder folder cache2,14,20
remove directory backup/cache,17,29
delete folder cache,14,19
navigate to backup,12,18
please create directory src_v11,24,31
shit project/logs_v1,5,20
make directory backup2,15,22
create brochure tmp_old/backup,16,30
stimulate downloads directory,10,19
create folder project/ndtdqakg_v1,14,33
take on me to documents,14,23
form directory documents,15,24
create a young folder named tmp/build_v1,28,40
rm documents,3,12
delete leaflet backup5,15,22
create home directory,7,11
could you exposed build,18,23
rm logs/src_backup,3,18
please delete directory project/build_backup,24,44
lay down src_v1 directory,9,15
please delete directory data5,24,29
make videos directory,5,11
make desktop directory,5,12
open backup_old,5,15
cd build,3,8
please create directory downloads,24,33
create directory logs/build4,17,28
rm backup,3,9
create folder src1,14,18
take me to build_old,11,20
take maine to downloads,14,23
