text,start_char,end_char
git checkout dev,13,16
git checkout release-iuim,13,25
switch to develop-ppsn,10,22
switch to master,10,16
git checkout bugfix-vqtv,13,24
switch to dev,10,13
change branch to bugfix,17,23
change branch to master,17,23
checkout master,9,15
change branch to master,17,23
switch to feature,10,17
git checkout develop-lmrf,13,25
checkout feature-wqsq,9,21
change branch to feature,17,24
git checkout develop,13,20
switch to develop-uiai,10,22
checkout master,9,15
change branch to dev,17,20
switch to feature-gaup,10,22
git checkout main,13,17
git checkout bugfix-zdny,13,24
checkout master,9,15
change branch to feature-dgjf,17,29
checkout feature,9,16
git checkout bugfix,13,19
switch to bugfix-tjof,10,21
change branch to bugfix-krgy,17,28
checkout dev-afez,9,17
switch to dev-ttfz,10,18
git checkout master-yicz,13,24
change branch to develop-jjms,17,29
switch to feature-qtbd,10,22
change branch to release-aoly,17,29
git checkout master,13,19
checkout feature,9,16
checkout main,9,13
git checkout dev,13,16
checkout develop,9,16
change branch to dev,17,20
checkout feature,9,16
change branch to develop,17,24
git checkout dev-bxma,13,21
switch to main,10,14
change branch to release-uxyw,17,29
checkout bugfix,9,15
git checkout master,13,19
change branch to feature-mule,17,29
checkout master,9,15
switch to release-eqqy,10,22
change branch to main,17,21
switch to main-blnu,10,19
change branch to feature-vwal,17,29
checkout release,9,16
checkout bugfix-snlg,9,20
change branch to feature-ahgc,17,29
change branch to master-bydh,17,28
change branch to release,17,24
change branch to main,17,21
checkout dev-verb,9,17
git checkout bugfix,13,19
switch to master-ysrc,10,21
checkout main,9,13
switch to release,10,17
switch to dev,10,13
change branch to master-lmbn,17,28
git checkout release,13,20
switch to master-uvgo,10,21
change branch to dev,17,20
checkout bugfix-svwp,9,20
checkout feature-yruh,9,21
git checkout feature,13,20
checkout feature-ycsc,9,21
change branch to bugfix,17,23
change branch to bugfix,17,23
switch to develop-dfud,10,22
change branch to master,17,23
change branch to develop-vzpz,17,29
checkout feature-cxeo,9,21
checkout master-knrb,9,20
switch to release-ebyy,10,22
checkout main-eute,9,18
switch to master,10,16
change branch to main,17,21
git checkout bugfix,13,19
switch to master-drpk,10,21
change branch to master-krzm,17,28
git checkout feature-wqgv,13,25
change branch to master-podi,17,28
checkout bugfix-dans,9,20
change branch to master,17,23
checkout bugfix-vlwr,9,20
checkout dev-rrus,9,17
switch to main,10,14
checkout feature,9,16
switch to dev,10,13
checkout main-ydql,9,18
switch to main-idzf,10,19
checkout main-ojip,9,18
git checkout feature,13,20
switch to bugfix,10,16
switch to release-pkjf,10,22
checkout master-fgbi,9,20
switch to main,10,14
checkout master,9,15
switch to bugfix,10,16
checkout bugfix-avmz,9,20
change branch to master,17,23
git checkout release-iagd,13,25
change branch to release,17,24
switch to feature,10,17
checkout feature-feds,9,21
git checkout main-fvud,13,22
checkout main-dhao,9,18
git checkout dev-azot,13,21
change branch to dev-mear,17,25
git checkout feature,13,20
change branch to bugfix,17,23
change branch to bugfix-txll,17,28
checkout master-tmst,9,20
git checkout release,13,20
git checkout feature-vdtc,13,25
git checkout feature,13,20
git checkout feature,13,20
switch to dev,10,13
git checkout release-nkud,13,25
git checkout dev,13,16
switch to master-zlpp,10,21
git checkout feature-pzmb,13,25
git checkout release-fddt,13,25
git checkout develop,13,20
git checkout master,13,19
change branch to develop-tvji,17,29
checkout bugfix,9,15
checkout develop,9,16
checkout develop-kmjw,9,21
change branch to release,17,24
switch to dev,10,13
git checkout dev-iynn,13,21
change branch to release,17,24
change branch to master-cupb,17,28
git checkout main-idda,13,22
change branch to feature-abwi,17,29
switch to main,10,14
change branch to develop,17,24
git checkout release-mtik,13,25
git checkout bugfix-emuz,13,24
change branch to master-juas,17,28
switch to main-qxqi,10,19
switch to bugfix,10,16
git checkout main-ctdu,13,22
change branch to main,17,21
git checkout dev,13,16
git checkout feature-iwon,13,25
git checkout develop,13,20
switch to release-rias,10,22
checkout develop,9,16
change branch to feature-frzc,17,29
change branch to dev-hjgb,17,25
git checkout feature-jcft,13,25
checkout bugfix,9,15
switch to feature-cknr,10,22
checkout develop-qrzk,9,21
switch to release,10,17
git checkout feature,13,20
change branch to dev,17,20
git checkout develop-kfpl,13,25
checkout dev-bvhc,9,17
checkout master-gros,9,20
change branch to release-nqus,17,29
switch to bugfix,10,16
git checkout master,13,19
switch to feature,10,17
checkout release,9,16
git checkout dev-vdpc,13,21
git checkout dev,13,16
checkout master-jpsv,9,20
switch to develop-exyu,10,22
git checkout release-maue,13,25
checkout bugfix,9,15
git checkout main,13,17
checkout master,9,15
git checkout main-qfmk,13,22
git checkout feature,13,20
change branch to feature-mdup,17,29
change branch to develop-sqcs,17,29
change branch to main-mfxw,17,26
checkout develop-avjo,9,21
git checkout release,13,20
git checkout develop-tcbi,13,25
change branch to dev-hutl,17,25
change branch to feature,17,24
git checkout release,13,20
checkout master-esgf,9,20
git checkout develop,13,20
switch to bugfix,10,16
change branch to release-idvy,17,29
git checkout main-kfap,13,22
git checkout dev-xvin,13,21
git checkout bugfix,13,19
checkout master-qcvl,9,20
checkout dev,9,12
checkout develop,9,16
checkout bugfix-bvxv,9,20
checkout main,9,13
git checkout master,13,19
git checkout develop,13,20
switch to dev,10,13
checkout release,9,16
checkout develop,9,16
git checkout master,13,19
switch to develop-nsus,10,22
switch to master-lacp,10,21
change branch to master,17,23
switch to release,10,17
git checkout release,13,20
git checkout dev-zeja,13,21
switch to main,10,14
git checkout master,13,19
checkout bugfix-lhnb,9,20
switch to feature-bhto,10,22
checkout feature,9,16
change branch to develop-cazo,17,29
checkout master-lqfn,9,20
git checkout dev-twqo,13,21
git checkout bugfix-uyqu,13,24
switch to bugfix-qqqr,10,21
switch to dev-xnjq,10,18
checkout dev-wzer,9,17
change branch to develop-zlph,17,29
switch to release,10,17
change branch to master,17,23
change branch to main-ghua,17,26
checkout main,9,13
git checkout master,13,19
checkout feature,9,16
change branch to develop-cyeg,17,29
switch to release-rjwt,10,22
switch to dev,10,13
checkout main,9,13
git checkout main,13,17
checkout main-eqnr,9,18
checkout dev,9,12
switch to dev,10,13
change branch to develop,17,24
change branch to dev,17,20
switch to dev,10,13
change branch to bugfix-zmva,17,28
git checkout bugfix-plgw,13,24
checkout feature,9,16
switch to release,10,17
switch to feature-xlfp,10,22
switch to bugfix,10,16
change branch to main-rbyv,17,26
switch to bugfix-jqeg,10,21
switch to feature,10,17
switch to bugfix,10,16
checkout master,9,15
checkout dev,9,12
change branch to master,17,23
change branch to release,17,24
checkout main-lnoj,9,18
git checkout release,13,20
checkout dev-qlbl,9,17
change branch to main,17,21
change branch to dev,17,20
git checkout bugfix-hxff,13,24
checkout dev,9,12
checkout bugfix-pafw,9,20
git checkout feature-jxyx,13,25
git checkout main-dkfd,13,22
git checkout main,13,17
checkout bugfix-pgri,9,20
git checkout master,13,19
change branch to bugfix-ywpb,17,28
change branch to release,17,24
switch to master-mida,10,21
git checkout release,13,20
switch to release-flxi,10,22
change branch to master-qkrt,17,28
change branch to develop,17,24
git checkout bugfix,13,19
change branch to main,17,21
checkout develop,9,16
switch to dev-qmuk,10,18
switch to dev,10,13
git checkout main-uhcd,13,22
change branch to bugfix,17,23
git checkout bugfix-qtae,13,24
checkout feature,9,16
switch to main-xnjg,10,19
git checkout bugfix,13,19
change branch to release,17,24
switch to feature-wdri,10,22
checkout bugfix,9,15
checkout release,9,16
switch to release,10,17
git checkout bugfix-tcgz,13,24
switch to master,10,16
git checkout develop-xale,13,25
checkout main,9,13
change branch to master,17,23
checkout release,9,16
checkout bugfix-eabz,9,20
switch to feature-bnxk,10,22
checkout bugfix,9,15
git checkout feature,13,20
git checkout feature-cjnw,13,25
git checkout release,13,20
switch to feature-bdhp,10,22
change branch to release-zpjh,17,29
git checkout develop-gjap,13,25
checkout master,9,15
checkout bugfix,9,15
checkout bugfix,9,15
switch to bugfix,10,16
change branch to bugfix-sqrm,17,28
change branch to dev,17,20
git checkout dev,13,16
checkout dev,9,12
switch to bugfix,10,16
git checkout master-pcsv,13,24
git checkout master,13,19
switch to bugfix-tkgz,10,21
checkout bugfix-xofb,9,20
checkout feature,9,16
change branch to bugfix-caqs,17,28
git checkout develop-cdff,13,25
switch to master-oxxh,10,21
checkout feature,9,16
checkout bugfix-pjyc,9,20
git checkout release-kflk,13,25
switch to bugfix-albv,10,21
git checkout main,13,17
change branch to master,17,23
change branch to release,17,24
change branch to dev-wovr,17,25
switch to master-vqlf,10,21
switch to develop-xzle,10,22
git checkout feature-ipzq,13,25
checkout develop-wjvz,9,21
change branch to main-ridx,17,26
checkout develop-bson,9,21
checkout main-wzeq,9,18
git checkout dev-qali,13,21
git checkout release,13,20
change branch to main-quff,17,26
change branch to develop-ocna,17,29
switch to release-awhk,10,22
change branch to main,17,21
git checkout develop-pbfi,13,25
git checkout dev,13,16
switch to dev-jxys,10,18
change branch to feature,17,24
checkout release-nrgq,9,21
change branch to master-zdtw,17,28
git checkout master-rxnh,13,24
git checkout master-lceb,13,24
checkout bugfix,9,15
git checkout feature,13,20
git checkout bugfix,13,19
git checkout master,13,19
checkout main-eadb,9,18
switch to develop-dilj,10,22
checkout release,9,16
git checkout feature-rbvh,13,25
checkout develop,9,16
checkout master,9,15
change branch to bugfix,17,23
change branch to master,17,23
change branch to feature,17,24
checkout develop,9,16
git checkout develop-hhfg,13,25
switch to release-nnmf,10,22
git checkout develop-kvay,13,25
git checkout main,13,17
checkout master,9,15
git checkout bugfix-cyox,13,24
git checkout develop,13,20
change branch to main-vtmc,17,26
change branch to dev-hsrk,17,25
change branch to master-etfw,17,28
git checkout master-xfpz,13,24
checkout develop-wkib,9,21
switch to dev-mlep,10,18
git checkout release-psqe,13,25
change branch to develop,17,24
checkout feature,9,16
change branch to dev-jvsd,17,25
switch to release-zjrq,10,22
change branch to bugfix,17,23
change branch to feature-loyq,17,29
switch to main,10,14
checkout develop-fohc,9,21
change branch to develop-yymy,17,29
git checkout main,13,17
change branch to release,17,24
switch to develop-iuna,10,22
git checkout main,13,17
git checkout master,13,19
checkout feature,9,16
switch to develop-lmqi,10,22
switch to dev,10,13
switch to develop-gxny,10,22
change branch to main,17,21
git checkout release,13,20
switch to dev,10,13
switch to master,10,16
git checkout dev-hpbn,13,21
switch to dev,10,13
switch to dev,10,13
git checkout bugfix-wwhs,13,24
checkout develop-hkum,9,21
change branch to bugfix-umvo,17,28
git checkout main-xjji,13,22
git checkout master,13,19
checkout develop-gpim,9,21
checkout feature,9,16
git checkout develop-uhxl,13,25
git checkout develop,13,20
checkout feature,9,16
switch to main-txej,10,19
git checkout release-sxgg,13,25
git checkout main-zznj,13,22
git checkout dev-qsal,13,21
switch to master-ajzw,10,21
switch to dev-eulu,10,18
git checkout feature,13,20
switch to bugfix,10,16
checkout master-sont,9,20
git checkout feature-emgj,13,25
git checkout main-etxu,13,22
switch to feature,10,17
git checkout release,13,20
checkout release,9,16
change branch to feature-yulk,17,29
switch to main-hqtc,10,19
checkout dev-rhat,9,17
switch to main,10,14
checkout dev-ddcd,9,17
switch to release,10,17
git checkout master,13,19
change branch to master-mzdp,17,28
git checkout develop-vdks,13,25
checkout release-thjr,9,21
switch to release,10,17
change branch to master-tfic,17,28
switch to release-bekq,10,22
git checkout dev-xhyf,13,21
change branch to dev,17,20
checkout master,9,15
checkout develop,9,16
change branch to master-qcyv,17,28
change branch to dev,17,20
git checkout main-mmid,13,22
git checkout main-whwv,13,22
git checkout bugfix,13,19
checkout main,9,13
change branch to main-stvy,17,26
change branch to dev-bwdb,17,25
change branch to develop,17,24
git checkout develop,13,20
git checkout bugfix,13,19
git checkout master-xpnf,13,24
change branch to master,17,23
change branch to develop-rgsd,17,29
git checkout release-xdxy,13,25
switch to bugfix-luyd,10,21
git checkout main,13,17
git checkout master,13,19
switch to main,10,14
checkout main-mgla,9,18
checkout feature,9,16
switch to release-owwr,10,22
switch to develop-kfyz,10,22
switch to bugfix,10,16
switch to bugfix-cmft,10,21
switch to dev,10,13
change branch to develop,17,24
git checkout main-pzmk,13,22
checkout main-nuqo,9,18
change branch to bugfix,17,23
switch to master,10,16
change branch to bugfix,17,23
switch to bugfix,10,16
change branch to main,17,21
git checkout release,13,20
switch to main-mxao,10,19
git checkout dev,13,16
checkout release-tcbr,9,21
switch to release,10,17
switch to main,10,14
switch to develop,10,17
checkout develop,9,16
checkout release-nwnw,9,21
switch to main-vfxf,10,19
change branch to master,17,23
git checkout feature,13,20
change branch to develop,17,24
change branch to main,17,21
checkout feature,9,16
checkout feature-pdpz,9,21
change branch to dev-tqwe,17,25
change branch to master,17,23
checkout bugfix,9,15
git checkout master-nidn,13,24
git checkout develop-kfyy,13,25
change branch to master-umcw,17,28
git checkout release-dnrp,13,25
checkout release,9,16
git checkout bugfix,13,19
change branch to develop-kqjz,17,29
change branch to main,17,21
switch to bugfix,10,16
switch to main,10,14
switch to feature,10,17
git checkout release-qgkf,13,25
git checkout bugfix,13,19
git checkout feature,13,20
change branch to release,17,24
checkout bugfix,9,15
git checkout dev-hrwg,13,21
git checkout main-vfuz,13,22
git checkout bugfix-hoza,13,24
switch to feature-zusd,10,22
checkout release,9,16
git checkout bugfix,13,19
change branch to develop,17,24
checkout master-ipvi,9,20
change branch to release,17,24
change branch to develop-damd,17,29
checkout main-oagl,9,18
git checkout develop-kafx,13,25
git checkout feature,13,20
change branch to develop-vcsy,17,29
switch to release,10,17
change branch to feature-ucjg,17,29
switch to main,10,14
git checkout main-zkjb,13,22
checkout master,9,15
git checkout develop-ibnj,13,25
git checkout main,13,17
git checkout develop,13,20
change branch to develop-veeh,17,29
change branch to bugfix-ewct,17,28
change branch to dev-jojp,17,25
checkout bugfix-omyb,9,20
switch to release,10,17
git checkout main-tzuh,13,22
change branch to master-tssa,17,28
git checkout master,13,19
git checkout main,13,17
change branch to bugfix,17,23
checkout main,9,13
change branch to develop-noif,17,29
change branch to feature,17,24
change branch to bugfix-vkkx,17,28
change branch to develop,17,24
checkout dev,9,12
checkout main-xxft,9,18
git checkout dev-wbwk,13,21
switch to feature-lrab,10,22
switch to feature-bnvf,10,22
checkout release-wjtq,9,21
change branch to bugfix-krtu,17,28
checkout dev,9,12
checkout release-hzly,9,21
checkout dev-vjga,9,17
checkout release,9,16
switch to dev,10,13
switch to release,10,17
change branch to dev,17,20
switch to bugfix-spbc,10,21
checkout release-tmgb,9,21
switch to dev-yeqx,10,18
checkout release-tyoi,9,21
git checkout develop-anpa,13,25
git checkout main,13,17
change branch to bugfix-xbvu,17,28
change branch to develop,17,24
switch to main,10,14
git checkout main,13,17
checkout release-ypyv,9,21
switch to release,10,17
change branch to bugfix,17,23
checkout develop-vwwb,9,21
git checkout feature,13,20
change branch to main-nhse,17,26
change branch to dev-ahsq,17,25
checkout feature,9,16
git checkout feature-bkgi,13,25
checkout develop-ogxf,9,21
git checkout feature-denz,13,25
checkout master,9,15
checkout release,9,16
switch to master-ndjg,10,21
checkout dev-cqlh,9,17
checkout feature,9,16
switch to main-ivjt,10,19
checkout release-afbk,9,21
switch to release-pnld,10,22
change branch to dev-scxe,17,25
checkout master-wgkc,9,20
change branch to master,17,23
git checkout bugfix-gbun,13,24
checkout dev,9,12
git checkout main,13,17
git checkout bugfix-pnfz,13,24
git checkout master,13,19
checkout master,9,15
git checkout master,13,19
checkout main-rptc,9,18
git checkout develop,13,20
switch to master,10,16
switch to bugfix-hvrx,10,21
change branch to develop,17,24
checkout feature-ybez,9,21
git checkout feature-nnex,13,25
change branch to master,17,23
change branch to dev-rwns,17,25
git checkout main-dipl,13,22
switch to dev,10,13
checkout develop-qxzc,9,21
change branch to release,17,24
switch to main-vxcu,10,19
git checkout main,13,17
switch to develop,10,17
change branch to develop-weyr,17,29
switch to master,10,16
git checkout develop,13,20
checkout main-srln,9,18
checkout develop,9,16
checkout master,9,15
git checkout dev-qvyh,13,21
git checkout bugfix,13,19
change branch to master,17,23
change branch to dev-cxzv,17,25
change branch to develop,17,24
change branch to main,17,21
git checkout master-dwlf,13,24
change branch to release-beco,17,29
checkout release,9,16
git checkout bugfix,13,19
checkout develop-xnpe,9,21
switch to bugfix-ojia,10,21
switch to release-uczf,10,22
git checkout feature-mgvn,13,25
change branch to master-mklx,17,28
git checkout bugfix-ftfu,13,24
git checkout bugfix-mmzm,13,24
git checkout feature,13,20
change branch to master,17,23
switch to develop-jajw,10,22
checkout feature,9,16
change branch to main-fnxh,17,26
checkout master-zepm,9,20
switch to dev,10,13
change branch to main-vzma,17,26
git checkout feature,13,20
switch to release-ldhh,10,22
change branch to master,17,23
git checkout develop-dfgf,13,25
git checkout feature-fnqc,13,25
git checkout feature-saxl,13,25
git checkout release,13,20
git checkout develop,13,20
switch to bugfix,10,16
checkout feature-vran,9,21
git checkout feature-qmqm,13,25
change branch to main,17,21
git checkout develop,13,20
change branch to master,17,23
switch to master,10,16
git checkout main,13,17
checkout dev-emfl,9,17
change branch to dev,17,20
checkout release-yjno,9,21
git checkout dev,13,16
git checkout develop,13,20
change branch to bugfix,17,23
switch to develop,10,17
switch to feature,10,17
git checkout feature-klhf,13,25
git checkout feature,13,20
change branch to master-aaea,17,28
checkout dev-thmo,9,17
switch to dev,10,13
switch to feature-rjaz,10,22
checkout feature-pjhm,9,21
change branch to master,17,23
change branch to release,17,24
change branch to develop,17,24
git checkout master,13,19
git checkout release-zdhw,13,25
checkout develop,9,16
git checkout master,13,19
switch to release,10,17
change branch to main-rzmo,17,26
change branch to dev-ijhq,17,25
change branch to master-pvnv,17,28
switch to feature,10,17
switch to dev,10,13
change branch to dev,17,20
change branch to release,17,24
switch to master,10,16
change branch to master-eggv,17,28
switch to master-vbgv,10,21
checkout develop,9,16
git checkout dev,13,16
switch to main-vvnd,10,19
change branch to master-ysdk,17,28
checkout bugfix,9,15
checkout main,9,13
switch to bugfix-eyga,10,21
checkout develop-bzjd,9,21
switch to bugfix,10,16
checkout dev-smvf,9,17
checkout main-qdnf,9,18
change branch to release-mptx,17,29
switch to main,10,14
checkout dev-uuyw,9,17
git checkout main-yesi,13,22
change branch to develop-vkrx,17,29
git checkout dev,13,16
switch to feature,10,17
checkout develop,9,16
change branch to develop-zowu,17,29
switch to release-amew,10,22
change branch to master,17,23
change branch to release,17,24
git checkout develop,13,20
switch to develop,10,17
change branch to develop-klwd,17,29
git checkout release-kzxb,13,25
checkout master,9,15
checkout bugfix-rpyw,9,20
git checkout dev,13,16
git checkout feature,13,20
switch to bugfix,10,16
switch to feature,10,17
git checkout bugfix-mogw,13,24
checkout bugfix,9,15
change branch to main,17,21
change branch to develop,17,24
git checkout feature-jjab,13,25
checkout main,9,13
change branch to feature,17,24
git checkout release-lfwo,13,25
switch to master,10,16
change branch to master-slgg,17,28
checkout master-modo,9,20
switch to develop,10,17
checkout dev,9,12
checkout feature,9,16
switch to master-tgiu,10,21
switch to bugfix-htdp,10,21
git checkout release-hbow,13,25
switch to main,10,14
checkout bugfix-uckm,9,20
git checkout master,13,19
change branch to main,17,21
checkout master-wrfb,9,20
change branch to feature,17,24
git checkout bugfix-xhmg,13,24
change branch to develop,17,24
switch to develop-uzja,10,22
git checkout release-pxcw,13,25
change branch to feature,17,24
checkout release,9,16
git checkout release,13,20
change branch to main-blsp,17,26
git checkout feature,13,20
git checkout bugfix-xkkp,13,24
git checkout master-wvue,13,24
git checkout release-vdnf,13,25
change branch to master,17,23
git checkout bugfix-tbrr,13,24
switch to bugfix,10,16
change branch to bugfix,17,23
git checkout main,13,17
switch to master,10,16
git checkout master,13,19
switch to release-legh,10,22
git checkout main-ehox,13,22
git checkout bugfix-kfou,13,24
switch to main,10,14
checkout master,9,15
switch to develop,10,17
git checkout develop-rubc,13,25
git checkout develop-zeaa,13,25
checkout feature-mnnz,9,21
change branch to develop,17,24
checkout dev,9,12
change branch to main-vvww,17,26
change branch to main-yivd,17,26
switch to release,10,17
switch to dev,10,13
git checkout feature-olkh,13,25
switch to bugfix-mrqg,10,21
switch to develop,10,17
git checkout release,13,20
switch to bugfix-kebe,10,21
switch to main,10,14
git checkout main,13,17
checkout develop,9,16
git checkout release,13,20
switch to main-kbub,10,19
checkout master-btju,9,20
change branch to master-caph,17,28
change branch to feature,17,24
git checkout master,13,19
switch to master-smee,10,21
checkout main-vrzn,9,18
switch to main,10,14
switch to release,10,17
checkout dev,9,12
checkout feature-bcfc,9,21
switch to master,10,16
git checkout feature,13,20
checkout bugfix-nafl,9,20
change branch to feature,17,24
checkout feature,9,16
switch to release-jfyd,10,22
change branch to bugfix-lqif,17,28
switch to develop,10,17
change branch to dev-czuh,17,25
change branch to master,17,23
git checkout master,13,19
switch to release,10,17
change branch to develop,17,24
switch to bugfix,10,16
checkout feature,9,16
git checkout main-ncvy,13,22
switch to feature-xyyk,10,22
switch to main-aaxm,10,19
git checkout master-gfrh,13,24
checkout master-mlph,9,20
git checkout release-lrfh,13,25
change branch to master-lgyu,17,28
switch to feature-uuad,10,22
git checkout bugfix,13,19
change branch to bugfix-isuq,17,28
git checkout main,13,17
change branch to feature-ltav,17,29
change branch to release,17,24
checkout main-ksnv,9,18
change branch to bugfix-kqdt,17,28
change branch to release-pxvr,17,29
change branch to main,17,21
checkout release,9,16
checkout dev-ggil,9,17
git checkout dev,13,16
checkout develop-vuxz,9,21
change branch to master,17,23
change branch to master,17,23
switch to feature,10,17
change branch to master,17,23
switch to dev-vqkl,10,18
switch to main,10,14
checkout bugfix-spop,9,20
git checkout develop,13,20
switch to main,10,14
checkout main-ehar,9,18
git checkout release,13,20
checkout master,9,15
switch to dev,10,13
switch to feature,10,17
change branch to dev-dkic,17,25
git checkout master-subs,13,24
checkout master-wvud,9,20
git checkout release-tzid,13,25
switch to main,10,14
change branch to bugfix,17,23
git checkout main-sjsr,13,22
checkout release-ivyo,9,21
